"","response_id","grna_target","n_nonzero_trt","n_nonzero_cntrl","pass_qc","p_value","fold_change","se_fold_change","log_2_fold_change","significant"
"221","TMEM140","RASA2",14,114,TRUE,0.000983733477658946,0.470846749090254,0.124166784567914,-1.0866705261415,FALSE
"222","TRGC2","DGKA",292,488,TRUE,0.0009844004144281,0.817441599889384,0.0566532897284488,-0.290812430404526,FALSE
"223","FAM135A","CDKN1B",22,38,TRUE,0.000985228573392467,1.99905343563023,0.426847027424647,0.999317036508948,FALSE
"224","LSR","TCEB2",9,86,TRUE,0.000994492526925496,0.401003087911553,0.132435891656332,-1.31831474873701,FALSE
"225","C12orf75","BTLA",715,1731,TRUE,0.00100111521931819,0.938774469499267,0.0212761248314448,-0.0911494873974307,FALSE
"226","DDIT4","ARID1A",180,795,TRUE,0.00100284456738181,1.27372708196563,0.0931381310571762,0.34905618836794,FALSE
"227","RPS2","LCP2",440,1887,TRUE,0.00104140476744915,0.983049430390357,0.0168054175910824,-0.0246641338798965,FALSE
"228","COL6A1","CBLB",62,89,TRUE,0.00104148181013337,1.45536259092138,0.197883670550535,0.541378632827592,FALSE
"229","FBXL3","TNFRSF9",42,304,TRUE,0.00104903226323031,0.661647081352361,0.0999600946719067,-0.595866197716672,FALSE
"230","PCSK7","TCEB2",221,916,TRUE,0.00105437943177481,0.844025492643877,0.0509828888083876,-0.244641520652202,FALSE
"231","CCDC174","STAT6",75,319,TRUE,0.00105589023115915,1.41961641617947,0.153288782956003,0.505501162664334,FALSE
"232","VIM","SOCS1",443,1766,TRUE,0.0010602403366909,1.11431919042533,0.0424611138658915,0.156162543705242,FALSE
"233","TYROBP","LCP2",14,28,TRUE,0.00107695055739304,2.22604494663094,0.714396471470955,1.1544827227908,FALSE
"234","LINC00847","CDKN1B",74,207,TRUE,0.00107835944085503,1.38842706000024,0.151709305222305,0.473451388219067,FALSE
"235","SLC2A11","PDCD1",31,136,TRUE,0.00107905336388559,0.629558190390018,0.114663339735248,-0.667588361729138,FALSE
"236","ZNF468","RASA2",21,26,TRUE,0.00109250987741195,1.99022357520194,0.434670036841761,0.992930507511271,FALSE
"237","LGALS1","BTLA",742,1818,TRUE,0.00110416825297788,0.940633124814453,0.0266706714604053,-0.0882959566484358,FALSE
"238","HKR1","LCP2",30,58,TRUE,0.00110647700291648,1.80641323866068,0.318650242961506,0.853127964341425,FALSE
"239","PRDX1","LCP2",344,1635,TRUE,0.00111585541876659,0.887241615212521,0.0349200604522794,-0.172601059580825,FALSE
"240","CD37","CBLB",472,1210,TRUE,0.0011160787566834,0.89546209058683,0.0358928170916237,-0.159295737919068,FALSE
"241","MIR4435-2HG","CDKN1B",87,502,TRUE,0.00113004328779408,0.734893878947476,0.0854147022990973,-0.44439215972716,FALSE
"242","RAMP1","ARID1A",17,207,TRUE,0.00113073215186422,0.485466087983866,0.128562641199978,-1.04255757453902,FALSE
"243","HSP90AB1","CBLB",700,1717,TRUE,0.00114198873302512,1.08511505468193,0.0334252933113579,0.117848019645656,FALSE
"244","MT-CO3","CD5",651,1887,TRUE,0.00114323625142626,1.03544075834265,0.0126406770498278,0.0502450136354929,FALSE
"245","XCL2","HAVCR2",85,176,TRUE,0.00114949558057074,1.70223953969283,0.396267541656451,0.76743406781738,FALSE
"246","MT-CO1","LCP2",440,1887,TRUE,0.00115034965098961,0.966981213927875,0.0146870179599662,-0.0484402329374273,FALSE
"247","RPL41","CBLB",774,1887,TRUE,0.0011546572027119,1.0362992867828,0.0130009079731762,0.0514407184700631,FALSE
"248","GAPDH","CD3D",393,1887,TRUE,0.00116424810393208,0.97442667382257,0.0192594119061403,-0.037374468965741,FALSE
"249","VIM","LCP2",419,1766,TRUE,0.00118483234727041,1.09421534498253,0.0413210391936531,0.129896692943325,FALSE
"250","TPRG1","TMEM222",248,497,TRUE,0.00119773840536403,1.15527848371002,0.0785104672424862,0.208240659987548,FALSE
"251","ARHGAP25","CD3D",78,493,TRUE,0.00121301754876416,0.728680235312416,0.0749240662885268,-0.456642235252495,FALSE
"252","BCL2L11","CBLB",91,147,TRUE,0.00124018814631867,1.37021084396878,0.158484203611479,0.454397907889113,FALSE
"253","TIMP1","CDKN1B",63,421,TRUE,0.00124350921675299,0.68508492969602,0.0913482560435725,-0.545645245418421,FALSE
"254","MXI1","TCEB2",59,110,TRUE,0.00124700985559792,1.47172234697538,0.181748018660269,0.557505520291198,FALSE
"255","ASXL2","RASA2",129,332,TRUE,0.00125861295068112,1.26642250441278,0.102930989765066,0.340758797603088,FALSE
"256","PTPN4","TMEM222",138,470,TRUE,0.00126736116812943,0.803649051405427,0.0644548527462777,-0.315362472006207,FALSE
"257","PTGER2","ARID1A",37,330,TRUE,0.00126954917003821,0.636780642774373,0.103506187364204,-0.651131614216034,FALSE
"258","RABL2B","MEF2D",59,122,TRUE,0.00127557861608778,1.45124823528766,0.183546960083244,0.53729431278022,FALSE
"259","XCL1","RASA2",212,618,TRUE,0.00127695139899451,1.31990641810864,0.128634832473147,0.400435645556002,FALSE
"260","CCND2","TMEM222",321,754,TRUE,0.00129015851862115,1.16413688794912,0.0680664534891392,0.219260711127519,FALSE
"261","ARG2","TCEB2",49,103,TRUE,0.0012969773703102,1.61117182390981,0.266400302995792,0.688110358901089,FALSE
"262","VIM","BTLA",734,1766,TRUE,0.00130099262130007,0.920723530667837,0.0245483647823901,-0.119160077346277,FALSE
"263","CRBN","CBLB",225,663,TRUE,0.00131345968741008,0.848646013896359,0.051254013879554,-0.236765190686743,FALSE
"264","HLA-B","CD3D",392,1886,TRUE,0.00131420823819224,1.06038804386041,0.0214251003781718,0.0845923086632067,FALSE
"265","APOL3","LCP2",126,424,TRUE,0.00131504369729243,1.28816904828547,0.103138433166744,0.365321932831197,FALSE
"266","GNLY","ARID1A",113,769,TRUE,0.00132456207787778,0.481116637533367,0.122025342099116,-1.05554140465066,FALSE
"267","RP5-1171I10.5","LCP2",281,1318,TRUE,0.00133210621712762,0.86663867737126,0.0447132760386155,-0.206497470547893,FALSE
"268","MT-ATP6","LCP2",440,1887,TRUE,0.00133542972563184,0.958957464266138,0.0196767973658671,-0.0604612707318268,FALSE
"269","GZMA","BTLA",290,785,TRUE,0.00133981644081352,0.814720748047897,0.069567379125532,-0.295622445903069,FALSE
"270","RPS27L","CD5",567,1605,TRUE,0.00134215714646341,1.0801622546615,0.0356785090022183,0.111248040549266,FALSE
"271","INPP5D","MEF2D",180,477,TRUE,0.0013729615070613,1.22220295089627,0.0813857182138578,0.289483869395884,FALSE
"272","KDM5B","SOCS1",45,288,TRUE,0.00138210784624953,0.667309869651168,0.101097089195488,-0.583571253120207,FALSE
"273","ANP32E","CBLB",537,1195,TRUE,0.00138533156057917,1.08240608381391,0.0360750475359742,0.114241853317972,FALSE
"274","SAMD3","RASA2",29,199,TRUE,0.00138610099451203,0.618191198195895,0.120185826072624,-0.693874981631911,FALSE
"275","SP140","SOCS1",112,562,TRUE,0.00139143595457193,0.768872871276766,0.0700425840586831,-0.379183018339347,FALSE
"276","PRDM1","DGKZ",71,370,TRUE,0.00140136047333197,0.718150254769931,0.0876159199868983,-0.477642371823911,FALSE
"277","RILPL2","CD5",374,980,TRUE,0.00140405151438459,1.13945527868622,0.0575644830167655,0.188344302853568,FALSE
"278","PDLIM4","CBLB",19,20,TRUE,0.00142091883370515,1.95728052411534,0.489701613468524,0.968850542753885,FALSE
"279","FDPS","CBLB",568,1329,TRUE,0.00144202724477,1.08701005944017,0.033880413074457,0.120365291457488,FALSE
"280","CYP1B1","CBLB",291,609,TRUE,0.00144902374648871,1.1625826857949,0.0901320393354559,0.217333327957481,FALSE
"281","LINC01215","CD3D",39,120,TRUE,0.00145618552255767,1.60863150858296,0.255828387163924,0.685833883783629,FALSE
"282","HDAC10","LCP2",16,155,TRUE,0.00146107340328418,0.500510155358597,0.122819410276921,-0.998528753224993,FALSE
"283","NFKBIZ","BTLA",14,77,TRUE,0.00149213511848027,0.477510548127435,0.126605023105416,-1.06639549249696,FALSE
"284","RARRES3","CD5",202,668,TRUE,0.00150266705275531,0.825328275138755,0.0559754544560505,-0.276960027996033,FALSE
"285","KIAA1147","RASA2",38,59,TRUE,0.0015052760147308,1.7451109487902,0.274022831200132,0.803318761467061,FALSE
"286","ARL6IP1","ARID1A",252,1159,TRUE,0.0015076608660173,1.19069026066788,0.0702751101548752,0.251798167597413,FALSE
"287","LINC01588","TCEB2",85,223,TRUE,0.00152813209225067,1.38572192532988,0.163516551714512,0.470637778977841,FALSE
"288","PIM2","RASA2",204,845,TRUE,0.00152939765514194,0.831231831503326,0.0551033031426795,-0.266677192482723,FALSE
"289","RPS2","ARID1A",356,1887,TRUE,0.00154691067543871,1.03814321482815,0.0167966624765189,0.054005481335595,FALSE
"290","FADS1","CBLB",239,458,TRUE,0.00156825506372967,1.17797470543844,0.0717832590643938,0.236308560619714,FALSE
"291","ORMDL3","MEF2D",127,315,TRUE,0.0015848575952252,1.25960652059873,0.102923513631931,0.332973130997441,FALSE
"292","SEC24D","ARID1A",9,121,TRUE,0.00159537642151968,0.417068633897164,0.136831903392743,-1.26164327803921,FALSE
"293","CCND2","TCEB2",248,754,TRUE,0.00159643773538556,1.19218458950434,0.0735387348425891,0.253607629881402,FALSE
"294","MT-ND4","CBLB",774,1887,TRUE,0.00161169608340809,1.03996436925963,0.0151880542781169,0.0565341003153853,FALSE
"295","CDT1","DGKZ",147,635,TRUE,0.00161664422004448,0.800727180693911,0.0633108644506311,-0.320617315554373,FALSE
"296","MT-CO2","CD3D",393,1886,TRUE,0.00162301026657146,0.956616421066353,0.0186209492958413,-0.0639875383659259,FALSE
"297","S100A4","ARID1A",354,1872,TRUE,0.00163827087042571,0.915881373576421,0.0272641729819921,-0.126767344639177,FALSE
"298","CST7","BTLA",419,1075,TRUE,0.00164256099385402,0.869175620170241,0.039613563299465,-0.202280386489626,FALSE
"299","AHI1","LCP2",131,766,TRUE,0.0016442680366613,0.802211810648307,0.0711647693999325,-0.317944888348115,FALSE
"300","LINC-PINT","LCP2",21,182,TRUE,0.00164508809476342,0.599368895686129,0.131847017425936,-0.738483877908954,FALSE
"301","GZMM","ARID1A",140,879,TRUE,0.0016452967107092,0.796906499050579,0.0621249277690957,-0.327517631988114,FALSE
"302","CCL5","CBLB",719,1755,TRUE,0.0016527725510817,0.875243047418578,0.0426256787687773,-0.19224439838163,FALSE
"303","SLC1A4","TCEB2",113,489,TRUE,0.00165383900581832,0.77750262433945,0.0698694478906294,-0.363080550042681,FALSE
"304","PTPN4","RASA2",100,470,TRUE,0.00165826597480137,0.771686219584702,0.0731478348143267,-0.373913751891579,FALSE
"305","MT-ND1","CBLB",771,1879,TRUE,0.0016622302424287,1.06002979712565,0.0214501717797808,0.0841048190915019,FALSE
"306","CBWD5","ARID1A",56,191,TRUE,0.00166457704223111,1.49318862784388,0.190565311816115,0.578396426199569,FALSE
"307","IL32","CBLB",727,1808,TRUE,0.00166649725506952,0.917631074338602,0.0291554252449859,-0.124013847784796,FALSE
"308","THRA","PDCD1",25,111,TRUE,0.00166964712742429,0.611779665192128,0.122153394737716,-0.708915940613068,FALSE
"309","GZMB","ARID1A",179,1125,TRUE,0.00168009595791571,0.645256070569981,0.0688493284857532,-0.632056285627382,FALSE
"310","FILIP1L","RASA2",35,53,TRUE,0.00168017928076093,1.72509280839721,0.300778089143239,0.786673979637273,FALSE
"311","FTL","DGKZ",541,1887,TRUE,0.00169713235784974,0.945487137440702,0.0199271439121212,-0.0808702632345219,FALSE
"312","ANKRD26","MEF2D",167,439,TRUE,0.00169926180770651,1.22075307793586,0.0872337833444546,0.287771415507383,FALSE
"313","TUBA1B","BTLA",690,1697,TRUE,0.00174672830631971,0.934498253510214,0.0287748761691346,-0.097736127176435,FALSE
"314","SELL","CDKN1B",338,1373,TRUE,0.0017470712119339,1.13563197310363,0.0519264405731878,0.183495373044881,FALSE
"315","PRKCQ","BTLA",98,317,TRUE,0.00174995078084197,0.777928136989809,0.0747964297336472,-0.362291205995894,FALSE
"316","PTMA","HAVCR2",676,1887,TRUE,0.00177995271914389,1.05190322941193,0.0158933179979087,0.0730019889751844,FALSE
"317","GIMAP4","CDKN1B",293,1160,TRUE,0.00178623069953539,1.14988346433132,0.0587517970054143,0.201487657734522,FALSE
"318","CMC1","TNFRSF9",156,619,TRUE,0.00180176974619565,1.25304463487224,0.104054313754939,0.325437806010062,FALSE
"319","RANBP1","CBLB",627,1511,TRUE,0.00180804848250875,1.07497510135177,0.0260167376053078,0.104303244398615,FALSE
"320","CARS","RASA2",270,1060,TRUE,0.00182164065058966,0.835908762592274,0.0518740979082941,-0.25858261064201,FALSE
"321","TRGC2","BTLA",160,488,TRUE,0.00183033771909569,0.738451135422186,0.0715578154025257,-0.437425636343445,FALSE
"322","ARID5A","BTLA",415,903,TRUE,0.0018334040974266,1.12867858186132,0.0520093708586749,0.174634702785441,FALSE
"323","TOR1AIP2","TMEM222",155,322,TRUE,0.00183728638406864,1.23054200373452,0.0935568252264978,0.2992939040742,FALSE
"324","IL2RA","CBLB",389,827,TRUE,0.00184566830847757,1.16405025800149,0.0801482157604949,0.219153348112385,FALSE
"325","CPNE2","TCEB2",53,289,TRUE,0.00186808127295434,0.688730267881022,0.0957982804624158,-0.537989013817705,FALSE
"326","EPC2","TCEB2",36,201,TRUE,0.00187099682105289,0.652759739136524,0.106651555995851,-0.615376017264377,FALSE
"327","TWSG1","BTLA",14,80,TRUE,0.00187404956875806,0.520260730847531,0.141026568153374,-0.942693277731447,FALSE
"328","MB","TCEB2",12,22,TRUE,0.00187942008077244,2.30048575731985,0.899635203054155,1.20193852451,FALSE
"329","CD63","DGKZ",417,1520,TRUE,0.00189841311374336,0.897856688352093,0.0350689730176236,-0.155442907719925,FALSE
"330","RP11-532F6.3","LCP2",16,32,TRUE,0.00189850829118508,2.06231925054137,0.527636800936633,1.04426768164958,FALSE
"331","EP300","RASA2",106,294,TRUE,0.00190449210947565,1.28912541437717,0.124420260915308,0.366392625141361,FALSE
"332","GOLGA4","CDKN1B",190,943,TRUE,0.00191922075239314,0.841074169746815,0.0524234515863134,-0.249695065384695,FALSE
"333","CEP350","LAG3",154,802,TRUE,0.00194870597195387,0.820981869733438,0.0617182367149618,-0.28457773248778,FALSE
"334","LDHA","CBLB",680,1656,TRUE,0.00195292374320507,1.07699952843061,0.0298942166756765,0.10701761819134,FALSE
"335","PTGER2","RASA2",70,330,TRUE,0.00196066858128911,0.734700099920752,0.0856913524473733,-0.444772624054754,FALSE
"336","RP11-437B10.1","DGKA",14,52,TRUE,0.00196694709969568,0.544048217537705,0.14853981128459,-0.878193575544394,FALSE
"337","CCL5","CD5",605,1755,TRUE,0.00196754147339444,0.868861510526148,0.0420308514374767,-0.2028018534051,FALSE
"338","PRRC2B","CBLB",186,553,TRUE,0.00197962773539378,0.836534502290712,0.0565944012586252,-0.257503050431025,FALSE
"339","PPP1R3E","MEF2D",66,142,TRUE,0.0019833023041958,1.40604812422273,0.167051458130869,0.491645973776956,FALSE
"340","TRGC1","SOCS1",67,207,TRUE,0.00198366455801639,1.59814741914026,0.243018681787641,0.676400494031246,FALSE
"341","ZBED2","HAVCR2",105,224,TRUE,0.00198562631990985,1.40854591115556,0.214199644711891,0.494206588716019,FALSE
"342","KLHL9","DGKZ",50,104,TRUE,0.00198660808475157,1.46251769315586,0.198825144122755,0.54845407814822,FALSE
"343","MORC2-AS1","TMEM222",38,49,TRUE,0.00200325077206502,1.53662651961495,0.242831334603354,0.619766557498073,FALSE
"344","ZKSCAN3","CD3D",12,15,TRUE,0.00200354158607745,2.65195231543833,0.751314607370831,1.40705483468914,FALSE
"345","PRDX1","ARID1A",311,1635,TRUE,0.00200782408438061,1.11600831916989,0.0492336020757478,0.158347781629838,FALSE
"346","ZFX","MEF2D",151,415,TRUE,0.00204179035345033,1.22517259336967,0.0916168787216185,0.292984999888312,FALSE
"347","FBXW7","CDKN1B",52,332,TRUE,0.00204240903111847,0.695011354611292,0.0935702828394619,-0.52489154711224,FALSE
"348","CTSW","TMEM222",515,1312,TRUE,0.00204908023725587,1.11170644290549,0.0474227309429628,0.152775880439122,FALSE
"349","CDK6","CBLB",307,675,TRUE,0.00209003470010523,1.14015953857085,0.0613585205971906,0.189235709829593,FALSE
"350","MB","RASA2",14,22,TRUE,0.00209559548383327,2.4458815182965,0.890069199152055,1.29035451952102,FALSE
"351","ITCH","CDKN1B",49,123,TRUE,0.00209891956584381,1.48871032379067,0.200285624393685,0.574063058763978,FALSE
"352","AC020571.3","MEF2D",112,301,TRUE,0.00210051543515757,1.27632637856481,0.121153998080765,0.351997298168359,FALSE
"353","CARS","BTLA",488,1060,TRUE,0.00210664213131832,1.13048744573054,0.0531174921878717,0.176944970786601,FALSE
"354","LAYN","TCEB2",63,135,TRUE,0.00210718172191324,1.45778362431901,0.184786707858074,0.543776599440083,FALSE
"355","NFATC1","RASA2",70,162,TRUE,0.00212649719953963,1.36037772192369,0.159430301840391,0.444007285215005,FALSE
"356","RPRD2","STAT6",43,174,TRUE,0.00213198290986345,1.53495659150246,0.229883342745106,0.618197856826957,FALSE
"357","AC090498.1","CD5",274,660,TRUE,0.00214791768625731,1.16451787017185,0.0617110459322608,0.219732778673294,FALSE
"358","GOLGA8B","CD5",47,221,TRUE,0.00216245365759988,0.698815062221899,0.102577179778025,-0.517017390527008,FALSE
"359","PTTG1","BTLA",455,1180,TRUE,0.00217183699154361,0.906854956653425,0.0372540536399713,-0.141056271862368,FALSE
"360","YBX1","CBLB",766,1876,TRUE,0.00218255852460726,1.0573112212609,0.0183223665016035,0.0804000988414003,FALSE
"361","ENTPD4","LCP2",17,159,TRUE,0.00218724744593068,0.527847654761944,0.124991150984778,-0.921806489988319,FALSE
"362","CARS","TCEB2",298,1060,TRUE,0.00219541483839498,0.856382842566854,0.052058616877506,-0.223672202937495,FALSE
"363","TCP11L2","CD5",7,58,TRUE,0.00220294483380128,0.390814974513098,0.146185586359638,-1.35544234804704,FALSE
"364","CD27","CD5",552,1560,TRUE,0.00220728253914476,1.10285335757222,0.0362706565368562,0.141240973732634,FALSE
"365","IL32","CDKN1B",415,1808,TRUE,0.00221073331607721,1.1144156529887,0.0406023500614426,0.156287427167544,FALSE
"366","LRRC16A","CD5",28,41,TRUE,0.00221478705713644,1.67406658208979,0.32291405090218,0.743356908856291,FALSE
"367","NACC2","BTLA",29,34,TRUE,0.00222640100418908,1.6513474019875,0.307255377776097,0.723643658955857,FALSE
"368","SGPP1","BTLA",15,73,TRUE,0.00223058471612481,0.573157974537292,0.145505171128364,-0.802995263635801,FALSE
"369","RP5-1112D6.4","TCEB2",12,10,TRUE,0.00223213167687369,2.33927052849889,0.667567418597321,1.22605871400118,FALSE
"370","FAM134B","TMEM222",82,288,TRUE,0.00224296724687957,0.756713708560224,0.0807349660155299,-0.40218051378163,FALSE
"371","RQCD1","RASA2",174,486,TRUE,0.00224552418232261,1.22123201437957,0.0858870100800599,0.288337315146395,FALSE
"372","SYTL3","TCEB2",146,411,TRUE,0.00225361242047141,1.25692338798215,0.104531502348393,0.329896717263111,FALSE
"373","TAGAP","CBLB",149,292,TRUE,0.00225783228237193,1.26429985183519,0.118955368613251,0.338338665613662,FALSE
"374","CEBPD","BTLA",9,57,TRUE,0.00226196248007492,0.399804171595583,0.137855671203441,-1.32263456950602,FALSE
"375","CD74","RASA2",514,1865,TRUE,0.00227399780332643,0.931760319204969,0.0298855089880354,-0.101969203059993,FALSE
"376","HNRNPH1","LCP2",202,1040,TRUE,0.00227742969675519,0.840462738858133,0.0568133023215151,-0.250744234564757,FALSE
"377","TMEM245","CDKN1B",65,408,TRUE,0.00227750318980938,0.724001835893672,0.0860730330273417,-0.465934739248304,FALSE
"378","RP11-378A13.2","ARID1A",10,12,TRUE,0.00229965595916362,2.84935592771247,0.889597747602485,1.51063584738051,FALSE
"379","ZSWIM6","CD3D",12,19,TRUE,0.00232440999155741,2.42643967444781,0.684402005062212,1.27884099261525,FALSE
"380","TPM4","BTLA",539,1358,TRUE,0.00233466532708111,0.923125037387483,0.0300923610407572,-0.115402020579348,FALSE
"381","CBX6","CBLB",250,531,TRUE,0.00233973642893476,1.17016608486267,0.0724412576029305,0.226713309981933,FALSE
"382","HLA-DQB1","CBLB",463,1205,TRUE,0.0023464932291109,0.871192363190324,0.0401642808526052,-0.198936787338209,FALSE
"383","NME1","PDCD1",513,1135,TRUE,0.00234729335221408,1.09738325149117,0.0363143038446553,0.134067462353786,FALSE
"384","GPR155","ARID1A",112,464,TRUE,0.00235078793664772,1.29814638472359,0.136991148247271,0.376453077179164,FALSE
"385","MT-ATP6","DGKA",1261,1887,TRUE,0.00235413013351838,1.02840556640566,0.0120817069985303,0.0404093241174508,FALSE
"386","CRTAM","PDCD1",102,183,TRUE,0.00235549676216411,1.37486511664861,0.185240003940056,0.459290087664651,FALSE
"387","B3GAT2","C10orf54",43,75,TRUE,0.00236436950914941,1.51742309631679,0.22221787744754,0.601623401901843,FALSE
"388","EVA1C","TCEB2",18,24,TRUE,0.00236467926389251,1.94776871336892,0.456680964550617,0.96182237563074,FALSE
